id,weight,date,employed,race,age,earnings,gender
1782,7.344,2021-03-01,not employed,caucasian,middle age,NA,female
1783,7.344,2021-03-01,employed,caucasian,middle age,2275,male
1784,3.672,2021-03-01,not employed,caucasian,senior,1380,female
1785,4.896,2021-03-01,employed,caucasian,middle age,NA,female
1786,7.344,2021-03-01,employed,caucasian,middle age,NA,male
1787,7.344,2021-03-01,not employed,caucasian,youth,NA,female
1788,14.689,2021-03-01,employed,caucasian,middle age,1300,male
1789,3.672,2021-03-01,NA,visible minority,senior,NA,female
1790,7.344,2021-03-01,employed,caucasian,middle age,NA,female
1791,12.523,2021-04-01,not employed,visible minority,senior,4333.333333333333,female
1792,12.523,2021-04-01,employed,caucasian,senior,1560,female
1793,3.13,2021-04-01,not employed,caucasian,senior,NA,female
1794,12.523,2021-04-01,employed,caucasian,senior,NA,male
1795,4.174,2021-04-01,employed,visible minority,middle age,NA,female
1796,12.523,2021-04-01,employed,visible minority,middle age,NA,female
1797,4.174,2021-04-01,not employed,caucasian,senior,NA,male
1798,3.13,2021-04-01,NA,caucasian,middle age,3260.8333333333335,female
1799,4.174,2021-04-01,employed,visible minority,middle age,1560,male
1800,12.523,2021-04-01,employed,caucasian,senior,NA,female
1801,6.261,2021-04-01,not employed,aboriginal,middle age,3033.3333333333335,male
1802,3.273,2021-05-01,not employed,caucasian,middle age,NA,male
1803,13.093,2021-05-01,employed,caucasian,youth,1733.3333333333333,female
1804,3.273,2021-05-01,not employed,caucasian,middle age,NA,female
1805,6.546,2021-05-01,employed,aboriginal,middle age,NA,male
1806,4.364,2021-05-01,employed,visible minority,youth,NA,female
1807,6.546,2021-05-01,employed,caucasian,middle age,NA,female
1808,13.093,2021-05-01,not employed,visible minority,middle age,NA,female
1809,4.364,2021-05-01,not employed,caucasian,middle age,NA,female
1810,13.093,2021-05-01,not employed,visible minority,middle age,2210,female
1811,3.273,2021-05-01,not employed,visible minority,youth,NA,male
1812,4.364,2021-05-01,not employed,caucasian,middle age,NA,female
1813,6.546,2021-05-01,employed,visible minority,middle age,NA,male
1814,4.364,2021-05-01,not employed,caucasian,senior,NA,male
1815,6.546,2021-05-01,employed,caucasian,middle age,NA,male
1816,13.093,2021-05-01,employed,caucasian,middle age,NA,female
1817,4.364,2021-05-01,employed,aboriginal,middle age,2080,male
1818,4.364,2021-05-01,not employed,caucasian,middle age,NA,female
1819,3.273,2021-05-01,employed,caucasian,middle age,NA,male
1820,6.546,2021-05-01,not employed,visible minority,senior,281.6666666666667,female
1821,6.546,2021-05-01,not employed,caucasian,middle age,NA,female
1822,13.093,2021-05-01,employed,caucasian,middle age,NA,male
1823,4.461,2021-06-01,employed,caucasian,youth,2100,female
1824,3.345,2021-06-01,not employed,caucasian,middle age,NA,male
1825,4.461,2021-06-01,employed,caucasian,middle age,NA,male
1826,4.461,2021-06-01,employed,caucasian,middle age,NA,male
1827,6.691,2021-06-01,employed,aboriginal,senior,NA,male
1828,4.461,2021-06-01,not employed,caucasian,middle age,NA,female
1829,6.691,2021-06-01,employed,caucasian,middle age,NA,female
1830,13.383,2021-06-01,not employed,caucasian,middle age,NA,male
1831,13.383,2021-06-01,not employed,aboriginal,senior,NA,female
1832,4.461,2021-06-01,employed,aboriginal,middle age,NA,female
1833,13.383,2021-06-01,employed,caucasian,middle age,2383.3333333333335,male
1834,6.691,2021-06-01,not employed,aboriginal,middle age,5980,female
1835,6.691,2021-06-01,not employed,visible minority,senior,4000,male
1836,6.691,2021-06-01,not employed,aboriginal,middle age,NA,female
1837,7.385,2021-07-01,not employed,NA,middle age,1976,male
1838,14.771,2021-07-01,employed,caucasian,middle age,NA,male
1839,7.385,2021-07-01,employed,caucasian,middle age,NA,male
1840,4.923,2021-07-01,employed,visible minority,middle age,NA,male
1841,14.771,2021-07-01,not employed,caucasian,middle age,1105,male
1842,4.923,2021-07-01,employed,caucasian,middle age,NA,male
1843,4.923,2021-07-01,NA,caucasian,senior,NA,male
1844,4.923,2021-07-01,not employed,caucasian,middle age,NA,female
1845,3.692,2021-07-01,not employed,caucasian,middle age,1733.3333333333333,female
1846,4.923,2021-07-01,employed,aboriginal,middle age,3120,male
1847,14.771,2021-07-01,not employed,caucasian,middle age,4712.5,male
1848,4.923,2021-07-01,not employed,caucasian,middle age,NA,male
1849,4.923,2021-07-01,employed,aboriginal,youth,455,female
1850,3.692,2021-07-01,not employed,caucasian,middle age,2166.666666666667,female
1851,4.923,2021-07-01,not employed,visible minority,middle age,NA,female
1852,4.923,2021-07-01,employed,caucasian,middle age,NA,female
1853,4.923,2021-07-01,not employed,caucasian,middle age,NA,male
1854,2.978,2021-08-01,not employed,caucasian,middle age,NA,female
1855,14.893,2021-08-01,not employed,visible minority,middle age,NA,male
1856,14.893,2021-08-01,employed,visible minority,senior,NA,female
1857,2.482,2021-08-01,employed,caucasian,middle age,NA,female
1858,2.978,2021-08-01,not employed,visible minority,middle age,NA,male
1859,4.964,2021-08-01,not employed,caucasian,youth,866.6666666666666,male
1860,7.446,2021-08-01,employed,aboriginal,youth,3120,female
1861,14.893,2021-08-01,employed,NA,middle age,6760,female
1862,7.446,2021-08-01,employed,caucasian,middle age,NA,female
1863,4.964,2021-08-01,employed,NA,middle age,7800,female
1864,7.446,2021-08-01,not employed,visible minority,senior,NA,female
1865,14.893,2021-08-01,employed,caucasian,middle age,NA,male
1866,4.964,2021-08-01,employed,visible minority,middle age,NA,female
1867,2.978,2021-08-01,not employed,aboriginal,middle age,NA,female
1868,14.893,2021-08-01,not employed,visible minority,middle age,3000,female
1869,7.716,2021-09-01,employed,caucasian,youth,NA,female
1870,15.432,2021-09-01,not employed,caucasian,middle age,4333.333333333333,female
1871,7.716,2021-09-01,employed,NA,middle age,1516.6666666666667,male
1872,5.144,2021-09-01,not employed,caucasian,middle age,NA,female
1873,5.144,2021-09-01,employed,visible minority,senior,NA,male
1874,5.144,2021-09-01,employed,caucasian,senior,3250,male
1875,3.858,2021-09-01,employed,caucasian,middle age,NA,male
1876,5.144,2021-09-01,employed,caucasian,youth,NA,female
1877,5.144,2021-09-01,employed,caucasian,middle age,NA,female
1878,5.144,2021-09-01,employed,visible minority,middle age,1300,female
1879,3.086,2021-09-01,employed,caucasian,youth,NA,female
1880,5.144,2021-09-01,employed,visible minority,middle age,NA,male
1881,3.858,2021-09-01,not employed,visible minority,youth,NA,male
1882,15.432,2021-09-01,employed,caucasian,senior,NA,male
1883,5.144,2021-09-01,not employed,caucasian,middle age,NA,male
1884,7.716,2021-09-01,not employed,visible minority,senior,NA,male
1885,15.432,2021-09-01,not employed,caucasian,senior,NA,female
1886,7.716,2021-09-01,not employed,caucasian,middle age,1343.9999999999998,female
1887,7.716,2021-09-01,employed,caucasian,middle age,2166.6666666666665,female
1888,15.432,2021-09-01,not employed,caucasian,middle age,NA,female
1889,15.432,2021-09-01,NA,aboriginal,middle age,2000,male
1890,3.858,2021-09-01,employed,caucasian,middle age,2773.3333333333335,female
1891,14.2,2021-10-01,not employed,aboriginal,middle age,NA,female
1892,3.55,2021-10-01,not employed,caucasian,senior,NA,male
1893,7.1,2021-10-01,employed,caucasian,middle age,NA,female
1894,7.1,2021-10-01,not employed,visible minority,middle age,NA,female
1895,2.84,2021-10-01,employed,aboriginal,middle age,NA,female
1896,7.1,2021-10-01,not employed,visible minority,middle age,NA,male
1897,7.1,2021-10-01,employed,aboriginal,middle age,4116.666666666667,female
1898,4.733,2021-10-01,employed,visible minority,middle age,975,female
1899,14.2,2021-10-01,employed,aboriginal,middle age,NA,male
1900,14.2,2021-10-01,not employed,caucasian,middle age,8666.666666666666,male
1901,14.2,2021-10-01,not employed,visible minority,middle age,975,female
1902,4.733,2021-10-01,not employed,aboriginal,middle age,NA,male
1903,6.63,2021-11-01,employed,caucasian,middle age,NA,male
1904,4.42,2021-11-01,not employed,visible minority,middle age,4333.333333333333,male
1905,3.315,2021-11-01,not employed,caucasian,youth,1083.3333333333335,female
1906,6.63,2021-11-01,employed,caucasian,senior,NA,female
1907,13.261,2021-11-01,employed,caucasian,middle age,4766.666666666667,male
1908,4.42,2021-11-01,employed,aboriginal,middle age,NA,male
1909,3.315,2021-11-01,employed,visible minority,middle age,1170,female
1910,13.261,2021-11-01,not employed,visible minority,middle age,NA,female
1911,4.42,2021-11-01,employed,caucasian,middle age,NA,male
1912,4.42,2021-11-01,not employed,caucasian,middle age,NA,female
1913,2.652,2021-11-01,employed,visible minority,senior,NA,female
1914,4.42,2021-11-01,employed,caucasian,senior,NA,female
1915,13.261,2021-11-01,employed,visible minority,senior,2842.6666666666665,male
1916,4.42,2021-11-01,employed,NA,middle age,NA,female
1917,6.63,2021-11-01,employed,visible minority,senior,1300,female
1918,6.63,2021-11-01,not employed,visible minority,middle age,6336,female
1919,6.63,2021-11-01,not employed,caucasian,middle age,NA,female
1920,4.42,2021-11-01,employed,caucasian,middle age,NA,male
1921,13.261,2021-11-01,employed,caucasian,middle age,NA,female
1922,6.63,2021-11-01,employed,caucasian,middle age,NA,male
1923,4.42,2021-11-01,not employed,visible minority,middle age,900,female
1924,6.63,2021-11-01,employed,caucasian,middle age,NA,female
1925,13.261,2021-11-01,employed,caucasian,senior,NA,female
1926,13.261,2021-11-01,employed,visible minority,middle age,2080,female
1927,4.84,2021-12-01,employed,visible minority,middle age,NA,female
1928,4.84,2021-12-01,employed,caucasian,middle age,NA,male
1929,3.63,2021-12-01,employed,caucasian,middle age,NA,male
1930,3.63,2021-12-01,employed,caucasian,senior,2600,male
1931,7.26,2021-12-01,employed,caucasian,senior,NA,male
1932,4.84,2021-12-01,employed,aboriginal,senior,NA,male
1933,4.84,2021-12-01,NA,visible minority,middle age,NA,male
1934,2.5,2022-01-01,not employed,caucasian,youth,1083.3333333333333,male
1935,2.5,2022-01-01,employed,NA,middle age,NA,female
1936,4.167,2022-01-01,employed,caucasian,middle age,NA,female
1937,12.502,2022-01-01,employed,caucasian,middle age,NA,female
1938,3.125,2022-01-01,employed,caucasian,middle age,NA,male
1939,6.251,2022-01-01,employed,caucasian,middle age,NA,male
1940,12.502,2022-01-01,employed,caucasian,middle age,NA,female
1941,6.251,2022-01-01,employed,caucasian,middle age,13000,female
1942,4.167,2022-01-01,employed,caucasian,middle age,NA,male
1943,6.251,2022-01-01,employed,caucasian,middle age,NA,male
1944,4.167,2022-01-01,not employed,caucasian,middle age,NA,female
1945,6.251,2022-01-01,not employed,caucasian,middle age,2600,male
1946,4.167,2022-01-01,not employed,caucasian,senior,3033.3333333333335,male
1947,4.167,2022-01-01,employed,visible minority,senior,1733.3333333333333,male
1948,6.251,2022-01-01,not employed,caucasian,middle age,1820,male
1949,4.167,2022-01-01,not employed,caucasian,middle age,NA,male
1950,4.167,2022-01-01,employed,aboriginal,senior,NA,female
1951,12.86,2022-02-01,employed,caucasian,middle age,833.3333333333334,female
1952,3.215,2022-02-01,not employed,NA,middle age,NA,female
1953,4.286,2022-02-01,not employed,caucasian,middle age,NA,male
1954,4.286,2022-02-01,employed,visible minority,youth,NA,male
1955,12.86,2022-02-01,employed,caucasian,youth,NA,male
1956,4.286,2022-02-01,employed,caucasian,middle age,NA,male
1957,4.286,2022-02-01,employed,caucasian,youth,NA,male
1958,4.286,2022-02-01,employed,caucasian,middle age,NA,male
1959,3.215,2022-02-01,not employed,caucasian,middle age,NA,female
1960,3.215,2022-02-01,employed,caucasian,middle age,NA,male
1961,3.215,2022-02-01,employed,caucasian,senior,NA,male
1962,3.215,2022-02-01,employed,visible minority,youth,NA,female
1963,4.286,2022-02-01,employed,caucasian,youth,NA,male
1964,4.286,2022-02-01,employed,aboriginal,middle age,780,male
1965,3.215,2022-02-01,employed,aboriginal,middle age,250,female
1966,3.215,2022-02-01,employed,visible minority,senior,NA,female
1967,3.208,2022-03-01,NA,visible minority,youth,NA,female
1968,12.832,2022-03-01,employed,caucasian,youth,NA,female
1969,6.416,2022-03-01,not employed,caucasian,youth,NA,female
1970,4.277,2022-03-01,employed,caucasian,middle age,1733.3333333333333,female
1971,12.832,2022-03-01,not employed,caucasian,middle age,NA,male
1972,6.416,2022-03-01,employed,caucasian,middle age,NA,female
1973,4.277,2022-03-01,not employed,caucasian,youth,NA,female
1974,3.208,2022-03-01,employed,aboriginal,middle age,NA,female
1975,12.832,2022-03-01,not employed,aboriginal,youth,2600,male
1976,6.416,2022-03-01,not employed,aboriginal,middle age,NA,male
1977,4.277,2022-03-01,not employed,aboriginal,middle age,NA,female
1978,6.416,2022-03-01,employed,visible minority,middle age,NA,female
1979,4.277,2022-03-01,not employed,visible minority,middle age,NA,male
1980,15.872,2022-04-01,employed,aboriginal,senior,NA,female
1981,5.29,2022-04-01,not employed,caucasian,youth,NA,female
1982,15.872,2022-04-01,employed,caucasian,middle age,NA,female
1983,5.29,2022-04-01,employed,caucasian,middle age,NA,male
1984,14.296,2022-05-01,employed,caucasian,middle age,NA,female
1985,14.296,2022-05-01,employed,aboriginal,senior,3120,female
1986,14.296,2022-05-01,employed,aboriginal,senior,6066.666666666667,male
1987,7.148,2022-05-01,employed,caucasian,middle age,7280,female
1988,14.296,2022-05-01,employed,visible minority,senior,NA,female
1989,14.296,2022-05-01,not employed,visible minority,middle age,NA,female
1990,14.296,2022-05-01,not employed,visible minority,senior,2805.8333333333335,female
1991,13.95,2022-06-01,not employed,caucasian,middle age,1430,male
1992,13.95,2022-06-01,not employed,caucasian,middle age,NA,male
1993,6.975,2022-06-01,employed,visible minority,senior,NA,female
1994,13.95,2022-06-01,employed,caucasian,senior,NA,male
1995,6.975,2022-06-01,employed,caucasian,senior,NA,male
1996,13.95,2022-06-01,employed,caucasian,middle age,3293.3333333333335,female
1997,13.95,2022-06-01,employed,caucasian,middle age,NA,female
1998,6.975,2022-06-01,employed,visible minority,middle age,NA,male
1999,6.975,2022-06-01,employed,visible minority,middle age,NA,female
2000,13.95,2022-06-01,employed,caucasian,senior,NA,male
